Name,Brand,Price,Currency,Image,AltText,NewImage,URL,ProductID,Size,Supplier,Origin,Category_1,Category_2,Highlights,Description
Trix Vegan Wafer Filled with Cacao Cream - 30 gram - 12 Pieces,Carrefour,55.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha3/h95/48899908567070/200Wx200H_610423_main.jpg,Trix Vegan Wafer Filled with Cacao Cream - 30 gram - 12 Pieces,https://cdnprod.mafretailproxy.com/sys-master-root/hd5/h8b/48899908829214/1700Wx1700H_610423_main.jpg,https://www.carrefouregypt.com/mafegy/en/wafers/trix-chocolate-wafer-vegan-30g-12/p/610423,610423,,Carrefour,,Food Cupboard,"Biscuits, Crackers & Cakes",,
Al Bawadi Natural Sweetener Molasses - 190 gram,El bawadi,13.25,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h0c/hd6/44951080370206/200Wx200H_424234_main.jpg,Al Bawadi Natural Sweetener Molasses - 190 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h1b/hdc/44951080501278/1700Wx1700H_424234_main.jpg,https://www.carrefouregypt.com/mafegy/en/loose-honey/el-bawadi-molasses-190g/p/424234,424234,190g,Carrefour,Egypt,Food Cupboard,"Jams, Honey & Spreads","This El Bawadi molasses has a distinctive, mildly sweet taste that gives a delicious flavour to Ell your confectioneries.
It is an excellent and healthy substitute for sugar and can be used to cook and bake Ell kinds of confectioneries.
Extracted purely from sugarcane to deliver you with a premium quality molasses.
Rich source of antioxidants, calcium and potassium that boost your immune system.
Mildly sweet taste of the molasses gives a distinctive flavour to your dish.
Ideally used as a sweetener while baking or as a syrup for pancakes.","Bake Ell your favourite confectioneries without having to worry about the sugar content with the El Bawadi pure sugarcane molasses.
Made from sugarcane, the molasses is an excellent source of calcium that helps in keeping your bones strong and boosts your overall health.
This El Bawadi molasses has a distinctive, mildly sweet taste that gives a delicious flavour to Ell your confectioneries.
It is an excellent and healthy substitute for sugar and can be used to cook and bake Ell kinds of confectioneries.
Extracted purely from sugarcane to deliver you with a premium quality molasses.
Rich source of antioxidants, calcium and potassium that boost your immune system.
Mildly sweet taste of the molasses gives a distinctive flavour to your dish.
Ideally used as a sweetener while baking or as a syrup for pancakes."
Haj Arafa Black Pepper Powder - 65 grams,Haj Arafa,27.75,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb4/h44/14953345908766/539375_main.jpg_200Wx200H,Haj Arafa Black Pepper Powder - 65 grams,https://cdnprod.mafretailproxy.com/sys-master-root/hb6/h06/14953346039838/539375_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/black-pepper/haj-arafa-black-pepper-65g/p/539375,539375,,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,"These authentic products, whole or grinded, are suitable for home cooks and culinary professionals.","Haj Arafa offers a wide selection of authentic Spices and Herbs in the region for a life full of flavor.
These authentic products, whole or grinded, are suitable for home cooks and culinary professionals."
Munchee Vanilla Cream Wafers - 1 Pieces - 12 Counts,Isis,52.8,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h6a/hd2/49406499946526/200Wx200H_583121_main.jpg,Munchee Vanilla Cream Wafers - 1 Pieces - 12 Counts,https://cdnprod.mafretailproxy.com/sys-master-root/h8c/hd6/49406500077598/1700Wx1700H_583121_main.jpg,https://www.carrefouregypt.com/mafegy/en/wafers/munchi-wafer-vanilla-1p-12/p/583121,583121,,Carrefour,Egypt,Food Cupboard,"Biscuits, Crackers & Cakes","Cream flavored wafer a unique offering for festive moments or as a snack to your loved ones along with coffee, these wafers are the perfect accompaniment to your day and will delight your kids too.","Vanilla wafer, a richer and smoother wafer is a delight among teenagers and youngsters.
Crunchy wafers cut into rich, soft filling and enjoy.
They are prepared using finest ingredients to keep the product fresh for a long time.
Cream flavored wafer a unique offering for festive moments or as a snack to your loved ones along with coffee, these wafers are the perfect accompaniment to your day and will delight your kids too."
Isis Regime Natural Herbal Tea Bags With Mint - 50 Pieces,Isis,41.1,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h0b/h6f/48755757809694/200Wx200H_456114_main.jpg,Isis Regime Natural Herbal Tea Bags With Mint - 50 Pieces,https://cdnprod.mafretailproxy.com/sys-master-root/hdd/h72/48755757940766/1700Wx1700H_456114_main.jpg,https://www.carrefouregypt.com/mafegy/en/diet-tea/isis-regime-mint-tea-50tb/p/456114,456114,50 Pieces,Carrefour,Egypt,Beverages,Tea,"Isis Regime Tea is an all natural weight loss herbal tea.
It has different herbs with proven weight losing properties.
Which are all natural herbs produced in Egypt.
drink this tea on a daily basis and you will absolutely love it!","Isis Regime Tea is an all natural weight loss herbal tea.
It has different herbs with proven weight losing properties.
Which are all natural herbs produced in Egypt.
drink this tea on a daily basis and you will absolutely love it!"
Jaguar Creations Popcorn Snacks - 55g - Cheese,Jaguar,10,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hcc/hcb/48623104688158/200Wx200H_606741_main.jpg,Jaguar Creations Popcorn Snacks - 55g - Cheese,https://cdnprod.mafretailproxy.com/sys-master-root/hae/hd5/48623104950302/1700Wx1700H_606741_main.jpg,https://www.carrefouregypt.com/mafegy/en/pop-corn/jaguar-creation-popcorn-cheese-55g/p/606741,606741,,Carrefour,,Food Cupboard,"Chips, Dips & Snacks",,
Aldoha Smoked Paprika - 60 gram,Al Doha,45.9,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h8d/h62/34710195044382/594644_main.jpg_200Wx200H,Aldoha Smoked Paprika - 60 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h5b/h6c/34710195306526/594644_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/spices/el-doha-smoked-paprika-btl-60g/p/594644,594644,,Carrefour,,Food Cupboard,Cooking Ingredients,,
Harvest Foul El Dandrawy - 400 Gram,Harvest,16.85,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h26/h26/49386848321566/200Wx200H_17128_main.jpg,Harvest Foul El Dandrawy - 400 Gram,https://cdnprod.mafretailproxy.com/sys-master-root/he6/h29/49386848452638/1700Wx1700H_17128_main.jpg,https://www.carrefouregypt.com/mafegy/en/foul-medamas-broad-beans/harvest-foul-el-dandrawy-400g/p/17128,17128,,Carrefour,Egypt,Food Cupboard,"Tins, Jars & Packets",Naturally high in fibre and protein and It has a light and buttery taste It is providing a number of health benefits and free of preservatives.,"High quality fava beans are perfect for any meal occasion.
Delicious for breakfast, lunch or dinner.
Naturally high in fibre and protein and It has a light and buttery taste It is providing a number of health benefits and free of preservatives."
Corona Crispy Chocolate Bar - 35 grams - 12 Pieces,Corona,134.65,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h58/h72/16955553775646/496028_main.jpg_200Wx200H,Corona Crispy Chocolate Bar - 35 grams - 12 Pieces,https://cdnprod.mafretailproxy.com/sys-master-root/h49/h6c/16955553906718/496028_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/chocolates/corona-chocolate-crispy-35g-12/p/496028,496028,,Carrefour,Egypt,Food Cupboard,Chocolate & Candy,"Lovingly created for a unique experience, these crispy chocolate is an experience worth savoring and can be used to add delicious fun to your day.
This rich, smooth chocolate bar gives you joy in every bite and is ideal for enjoying with your loved ones, or to give it as a gift.
These chocolate is for those everyday moments of joy that you want to share.
Just one bite will take you into the world of warmth, happiness and spontaneous fun.
Rich, smooth and creamy classic milk chocolate which gives you more joy in every bite.","Enjoy the crispy creamy milk chocolate, made from the finest quality cocoa for an exceptional crispy chocolate experience.
Lovingly created for a unique experience, these crispy chocolate is an experience worth savoring and can be used to add delicious fun to your day.
This rich, smooth chocolate bar gives you joy in every bite and is ideal for enjoying with your loved ones, or to give it as a gift.
These chocolate is for those everyday moments of joy that you want to share.
Just one bite will take you into the world of warmth, happiness and spontaneous fun.
Rich, smooth and creamy classic milk chocolate which gives you more joy in every bite."
Abu Auf Turkish Coffee Plain - Dark - 200gm,Abu auf,96.85,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h7d/h96/51860379369502/200Wx200H_613772_main.jpg,Abu Auf Turkish Coffee Plain - Dark - 200gm,https://cdnprod.mafretailproxy.com/sys-master-root/h9f/h9c/51860379500574/1700Wx1700H_613772_main.jpg,https://www.carrefouregypt.com/mafegy/en/turkish-coffee/abu-auf-turkish-coffee-plain-d-200g/p/613772,613772,,Carrefour,,Beverages,Coffee,,
Abu Auf Turkish Coffee Blend - Dark - 200gm,Abu auf,132.55,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf7/h9c/51860379533342/200Wx200H_613773_main.jpg,Abu Auf Turkish Coffee Blend - Dark - 200gm,https://cdnprod.mafretailproxy.com/sys-master-root/hb6/ha0/51860379664414/1700Wx1700H_613773_main.jpg,https://www.carrefouregypt.com/mafegy/en/turkish-coffee/abu-auf-turkish-coffee-blend-d-200g/p/613773,613773,,Carrefour,,Beverages,Coffee,,
Abu Auf Ground Black Pepper - 90 gram,Abu auf,38,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf4/he4/27539500302366/578078_main.jpg_200Wx200H,Abu Auf Ground Black Pepper - 90 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h42/hbb/27539501023262/578078_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/spices/abu-auf-ground-black-pepper-90g/p/578078,578078,,Carrefour,Egypt,,,,
Halwani Bros Jam Light Apricot - 380 gram,Halwani bros,37,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h5c/h3e/27008417431582/34433_main.jpg_200Wx200H,Halwani Bros Jam Light Apricot - 380 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h9d/h3a/27008417562654/34433_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/apricot-jam/halwani-jam-light-apricot-380g/p/34433,34433,,Carrefour,Egypt,Food Cupboard,"Jams, Honey & Spreads","Bursting with the flavor and taste of summertime apricots, there are so many reasons to eat Halwani Bros apricot light jam in so many ways.
On toast and cakes, with desserts and ice cream, in muffins and pancakes find your reason to eat it.","Enjoy summer kissed apricots at their tastiest with our apricot light jam.
Loaded with its natural fruity goodness, any reason is a good reason to enjoy this mouth watering treat with your snack.
Bursting with the flavor and taste of summertime apricots, there are so many reasons to eat Halwani Bros apricot light jam in so many ways.
On toast and cakes, with desserts and ice cream, in muffins and pancakes find your reason to eat it."
El Bawadi Halawa with Hazelnut - 300 gram,El bawadi,63.2,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h72/hdc/44951080534046/200Wx200H_161317_main.jpg,El Bawadi Halawa with Hazelnut - 300 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h42/he3/44951080730654/1700Wx1700H_161317_main.jpg,https://www.carrefouregypt.com/mafegy/en/hallawa/el-bawadi-halawa-hazelnut-300g/p/161317,161317,,Carrefour,Egypt,Food Cupboard,"Jams, Honey & Spreads","This rich and delicious Arabic confectionery is typically served after meal's and is a delectable delicacy.
The experience of Arabic cuisine is incomplete without tasting the Halawa.","The El Bawadi hazelnut Halawa is a wonderful way to satisfy your sweet tooth.
This Halawa is delicious and has a rich, creamy texture.
This rich and delicious Arabic confectionery is typically served after meal's and is a delectable delicacy.
The experience of Arabic cuisine is incomplete without tasting the Halawa."
El Doha Fenugreek - 340 gm,El Doha,39.8,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h09/h87/10196967194654/439448_main.jpg_200Wx200H,El Doha Fenugreek - 340 gm,https://cdnprod.mafretailproxy.com/sys-master-root/hfa/h80/10196967325726/439448_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/infusions-herbal/eldoha-fenugreek-340g/p/439448,439448,340g,Carrefour,Egypt,Beverages,Tea,"They offer a fabulous taste to add rich flavor and aroma to your food.
The powder is a rich source of vitamin and nutrients to keep you fit and healthy.","The Al Doha Fenugreek Seeds are sure to make your food more flavorsome.
They offer a fabulous taste to add rich flavor and aroma to your food.
The powder is a rich source of vitamin and nutrients to keep you fit and healthy."
Abu Auf Popcorn Salt and Caramel - 100gm,Abu auf,21.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h26/h2b/47164635643934/200Wx200H_603722_main.jpg,Abu Auf Popcorn Salt and Caramel - 100gm,https://cdnprod.mafretailproxy.com/sys-master-root/hd2/h2d/47164636168222/1700Wx1700H_603722_main.jpg,https://www.carrefouregypt.com/mafegy/en/pop-corn/abu-auf-popcorn-salt-caramel-100g/p/603722,603722,,Carrefour,,Food Cupboard,"Chips, Dips & Snacks",,
Halwani Bros Halawa Pistachio - 575 gram,Halwani bros,127.45,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb7/h13/14854113329182/17095_main.jpg_200Wx200H,Halwani Bros Halawa Pistachio - 575 gram,https://cdnprod.mafretailproxy.com/sys-master-root/he5/h0f/14854113460254/17095_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/hallawa/halwani-halawa-pistachio-575g/p/17095,17095,575g,Carrefour,Egypt,Food Cupboard,"Jams, Honey & Spreads","Pistachios are rich in fibre and protein, both of which help in keeping you energetic all day.
They're also very low-calorie nuts, hence, can be snacked on guilt-free.
Mildly salty and with a delicious crunch, these nuts are great when added to salads, puddings and chocolates.","Halwani Bros Pistachio Halawa is made with the highest quality of carefully handpicked pistachios, the nuts are roasted to perfection and seasoned with just the right amount of salt.
They make for wholesome and healthy snacks, the kind you would never want to stop eating.
These pistachio nuts with a distinct nutty flavour are an enjoyment.
Pistachios are rich in fibre and protein, both of which help in keeping you energetic all day.
They're also very low-calorie nuts, hence, can be snacked on guilt-free.
Mildly salty and with a delicious crunch, these nuts are great when added to salads, puddings and chocolates."
Ganna Squeeze Honey - 750 gram,Ganna,117.8,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h76/hb2/50054141673502/200Wx200H_262298_main.jpg,Ganna Squeeze Honey - 750 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h85/hb8/50054141804574/1700Wx1700H_262298_main.jpg,https://www.carrefouregypt.com/mafegy/en/natural-honey/ganna-honey-squeeze-750g/p/262298,262298,750g,Carrefour,Egypt,Food Cupboard,"Jams, Honey & Spreads","It is produced by the nectar of blossoms and transformed gradually in the honeycomb into a ripe, golden brown fluid savoured by pleasure seekers and health freaks alike.","Organic honey is pure and freshly filtered organic honey, retaining its natural goodness.
It is produced by the nectar of blossoms and transformed gradually in the honeycomb into a ripe, golden brown fluid savoured by pleasure seekers and health freaks alike."
Molto Magnum Croissant with Chocolate and Hazelnut,Molto,9,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h92/h87/49986565701662/200Wx200H_528055_main.jpg,Molto Magnum Croissant with Chocolate and Hazelnut,https://cdnprod.mafretailproxy.com/sys-master-root/hd2/h83/49986565832734/1700Wx1700H_528055_main.jpg,https://www.carrefouregypt.com/mafegy/en/croisant/molto-magnum-chocolate-hazelnut-1p/p/528055,528055,1 Piece,Carrefour,Egypt,,,,
El Doha Red Chilli Powder 200g,El Doha,83.9,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h18/h90/14952318435358/374716_main.jpg_200Wx200H,El Doha Red Chilli Powder 200g,https://cdnprod.mafretailproxy.com/sys-master-root/hd7/h93/14952318566430/374716_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/red-pepper/eldoha-red-chilli-200g/p/374716,374716,,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,This chilli powder enhances the taste of our taste buds with its crunchy and pungent chilli flavour.,"Red Chilli Powder is rich in Vitamin A and Vitamin C.
This chilli powder enhances the taste of our taste buds with its crunchy and pungent chilli flavour."
Al Rushdi Al Mizan Apricot Jam 340g,El rashidi el mizan,27.8,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h9e/h92/47857084006430/200Wx200H_278885_main.jpg,Al Rushdi Al Mizan Apricot Jam 340g,https://cdnprod.mafretailproxy.com/sys-master-root/hdf/h8e/47857084137502/1700Wx1700H_278885_main.jpg,https://www.carrefouregypt.com/mafegy/en/apricot-jam/el-mizan-jam-apricot-340g/p/278885,278885,,Carrefour,Egypt,Food Cupboard,"Jams, Honey & Spreads","The term jam refers to a product made of whole fruit cut into pieces or crushed, then heated with water and sugar to activate its pectin before being put into containers.","Al Rushdi Al Mizan Apricot Jam is described as a tasty combination of fresh fruits Ingredients and gives a delicious taste when used as a spread on the selection of snacks.
Jam typically contains both the juice and flesh of a fruit or vegetable, although some cookbooks define it as a cooked and jelled puree.
The term jam refers to a product made of whole fruit cut into pieces or crushed, then heated with water and sugar to activate its pectin before being put into containers."
Al-Doha Turmeric - 70 gram,El Doha,30.6,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h7f/h39/14952243494942/18029_main.jpg_200Wx200H,Al-Doha Turmeric - 70 gram,https://cdnprod.mafretailproxy.com/sys-master-root/hb0/h2f/14952243757086/18029_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/spices/eldoha-turmeric-70g/p/18029,18029,70g,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,Al Doha Organic Turmeric powder is prepared from organically grown turmeric.,"It is recommended to include turmeric powder in each and every preparation of yours, as it contains antiseptic properties.
Utilize it for marination or add it to the meat and vegetables while cooking.
This will prevent your food from germs keeping it healthy to consume for a longer time.
Al Doha Organic Turmeric powder is prepared from organically grown turmeric."
Imtenan Raw Brown Sugar - 100 Sachet,Imtenan,62.75,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1f/hfe/14675946438686/533019_main.jpg_200Wx200H,Imtenan Raw Brown Sugar - 100 Sachet,https://cdnprod.mafretailproxy.com/sys-master-root/hfe/hf7/14675946700830/533019_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/sugar-sticks/imtenan-raw-brown-sugar-100-sac/p/533019,533019,,Carrefour,Egypt,Food Cupboard,Sugar & Home Baking,"Sugar tantalizes our taste buds and acts as a sweetener in the food.
It is easy to use and a great sweetener.
It is very helpful in reducing the cramps and pain associated with menstruation.
It is mostly used in baked goods and sauces.","Imtenan Natural Raw Brown Sugar is a high quality sugar that gets its distinctive brown colour due to the presence of molasses.
We bring to you hygienically processed and packed brown sugar.
It has a deep, caramel or toffee-like flavour due to the added molasses.
Sugar tantalizes our taste buds and acts as a sweetener in the food.
It is easy to use and a great sweetener.
It is very helpful in reducing the cramps and pain associated with menstruation.
It is mostly used in baked goods and sauces."
Bake Rolz Baked Wheat Snacks - Pizza - 38 gram - Pack of 24,Edita,120,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h53/hc5/50966526197790/200Wx200H_464447_main.jpg,Bake Rolz Baked Wheat Snacks - Pizza - 38 gram - Pack of 24,https://cdnprod.mafretailproxy.com/sys-master-root/h1b/hbb/50966526492702/1700Wx1700H_464447_main.jpg,https://www.carrefouregypt.com/mafegy/en/baked-nachos/bake-rolz-pizza-38g-24/p/464447,464447,38g x Pack of 24,Carrefour,Egypt,Food Cupboard,"Chips, Dips & Snacks","Bake it at home by topping it with your favourite veggies.
You can also get cheesy by sprinkling your favourite cheeses and drizzling a hint of spice and herbs to give it the ultimate taste.","Ooh pizza Yes, the love for this food is never-ending.
Bake Rolz brings to you Whole Wheat Pizza Base, a healthy alternative to fighting your guilt of adding on that extra pound.
Let’s bring some more joy to pizza nights and parties with this pizza made from whole wheat.
Bake it at home by topping it with your favourite veggies.
You can also get cheesy by sprinkling your favourite cheeses and drizzling a hint of spice and herbs to give it the ultimate taste."
Abu Auf Ground Nutmeg - 75 gram,Abu auf,99.2,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h93/h76/32102445776926/578071_main.jpg_200Wx200H,Abu Auf Ground Nutmeg - 75 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h0d/hc8/32102446039070/578071_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/spices/abu-auf-ground-nutmeg-75g/p/578071,578071,,Carrefour,,Food Cupboard,Cooking Ingredients,,
El Doha Red Chili Powder - 20 gram,El Doha,20.9,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h82/h39/50042196197406/200Wx200H_18002_main.jpg,El Doha Red Chili Powder - 20 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h73/h33/50042196328478/1700Wx1700H_18002_main.jpg,https://www.carrefouregypt.com/mafegy/en/spices/eldoha-chili-20g/p/18002,18002,,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,"It is a taste and colour enhancer for Indian curries, dals and vegetables.
The red chilli powder has the fiery power to give a magical twist to any dish you prepare.","Chilli Powder is a staple in every Indian Household.
Add some zing flavouring to you're meals with Pure Red Chilli Powder and see how this simple spice can make your dish more spicy and delicious.
It is a taste and colour enhancer for Indian curries, dals and vegetables.
The red chilli powder has the fiery power to give a magical twist to any dish you prepare."
Imtenan Citrus Blossom Honey - 1 kg,Imtenan,309.55,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf4/ha1/14953386770462/552655_main.jpg_200Wx200H,Imtenan Citrus Blossom Honey - 1 kg,https://cdnprod.mafretailproxy.com/sys-master-root/he5/h9b/14953386901534/552655_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/natural-honey/imtenan-citrus-fruits-honey-jar-1k/p/552655,552655,1kg,Carrefour,Egypt,Food Cupboard,"Jams, Honey & Spreads","Natural Honey contains the most premium and carefully chosen honey types from around the world.
Perfect for any honey lover, this delectable honey can help improve your immunity, heal muscles, and recover your stamina.","Pure Honey is the purest honey around.
Pure honey has a distinct taste, colour, flavour and thickness which can only be experienced.
Natural Honey contains the most premium and carefully chosen honey types from around the world.
Perfect for any honey lover, this delectable honey can help improve your immunity, heal muscles, and recover your stamina."
Imtenan Parsley And Celery Flavour Herbal Tea Bags - 18 Count,Imtenan,32.6,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h41/h5b/14489852248094/552670_main.jpg_200Wx200H,Imtenan Parsley And Celery Flavour Herbal Tea Bags - 18 Count,https://cdnprod.mafretailproxy.com/sys-master-root/h60/h51/14489852510238/552670_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/infusions-herbal/imtenan-herb-tee-parsl-celery-18tb/p/552670,552670,18 Pieces,Carrefour,Egypt,Beverages,Tea,"An enjoyable herbal tea may help relieve temporary water retention and flush body toxins and help in sustaining vitality during diet programs parsley and celery tea can be used as a diuretic to relieve temporary water retention and flush body toxins.
They are great for gout, arthritis and kidney stones or difficulty in urination.","Parsley and celery diuretic herbal tea 100% organic ingredients produced by Imtenan.
An enjoyable herbal tea may help relieve temporary water retention and flush body toxins and help in sustaining vitality during diet programs parsley and celery tea can be used as a diuretic to relieve temporary water retention and flush body toxins.
They are great for gout, arthritis and kidney stones or difficulty in urination."
Abu Auf Ground Cinnamon - 70 gram,Abu auf,35.65,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h81/h32/27582611849246/578079_main.jpg_200Wx200H,Abu Auf Ground Cinnamon - 70 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h0b/h1f/27582612111390/578079_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/spices/abu-auf-ground-cinnamon-70g/p/578079,578079,,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,"Perfect ally to make wholesome yet yummy food, Filled with goodness that satisfies your taste buds.","Cinnamon is a spice known for its aroma and pungent flavour which is used in many cuisines.
Perfect ally to make wholesome yet yummy food, Filled with goodness that satisfies your taste buds."
El Matbakh El Masry Small  Rings Pasta - 1 kg,El Matbakh Elmasry,25,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h8f/h01/34710160998430/550550_main.jpg_200Wx200H,El Matbakh El Masry Small  Rings Pasta - 1 kg,https://cdnprod.mafretailproxy.com/sys-master-root/hdb/h56/34710161391646/550550_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/short-cut-pasta/el-matbakh-pasta-small-rings-1k/p/550550,550550,1kg,Carrefour,Egypt,Food Cupboard,"Rice, Pasta & Pulses","This pasta is a good source of fibre and complex carbohydrates, which provides our bodies with vitamins, minerals and energy.
It can be well paired with chunky meat or vegetable-based sauces, it can also be used in baked dishes.","El Matbakh Elmasry small rings pasta is a welcome addition to your family’s home food menu.
Made from wheat flour to ensure the perfect taste and flavour.
It is ideal for a quick snack, as part of a healthy salad, in kid's tiffin boxes, or a complete meal for the family.
This pasta is a good source of fibre and complex carbohydrates, which provides our bodies with vitamins, minerals and energy.
It can be well paired with chunky meat or vegetable-based sauces, it can also be used in baked dishes."
Haj Arafa Freekeh - 500 gram,Haj Arafa,35.65,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h03/h06/14787034841118/540234_main.jpg_200Wx200H,Haj Arafa Freekeh - 500 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h14/h54/14787035004958/540234_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/black-eyed-peas/haj-arafa-freekeh-500g/p/540234,540234,,Carrefour,Egypt,Food Cupboard,"Rice, Pasta & Pulses","It has flexible texture and is small on gluten.
It is healthy flour as it uses up the whole grain.
The whole wheat is used to make baked dishes with a weighty and thick texture.","Haj Arafa Freekeh is a complete plant based source of protein.
Quinoas high protein content, gluten free nature, high fibre, and low glycaemic index has made it a popular substitute for starchy alternatives like rice and wheat in the health conscious and dieting world.
It has flexible texture and is small on gluten.
It is healthy flour as it uses up the whole grain.
The whole wheat is used to make baked dishes with a weighty and thick texture."
Al Doha Koshary Eskandrany - 320 gram,El Doha,22.4,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h48/hde/49910123429918/200Wx200H_612527_main.jpg,Al Doha Koshary Eskandrany - 320 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h76/hda/49910123560990/1700Wx1700H_612527_main.jpg,https://www.carrefouregypt.com/mafegy/en/brown-rice/al-doha-koshary-eskandrany-320g/p/612527,612527,,Carrefour,,Food Cupboard,"Rice, Pasta & Pulses",,
Imtenan Egyptian Mountain Sidr Honey - 500 gram,Imtenan,532.4,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h83/hac/14953386442782/552657_main.jpg_200Wx200H,Imtenan Egyptian Mountain Sidr Honey - 500 gram,https://cdnprod.mafretailproxy.com/sys-master-root/hc4/ha8/14953386573854/552657_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/loose-honey/imtenan-sidr-honey-500g/p/552657,552657,500g,Carrefour,Egypt,Food Cupboard,"Jams, Honey & Spreads","Characterized by its high nutritional value due to its content of antioxidants.
It has a strong flavor and distinctive taste.
Nice sweetness, well balanced aroma, and taste.
Typical summer honey.
Delicious on toast, bread, in yogurts, labneh, for cooking.","100% natural mountain honey from Imtenan is produced from sidr, acacia and mountain flowers in upper Egypt mountains.
Characterized by its high nutritional value due to its content of antioxidants.
It has a strong flavor and distinctive taste.
Nice sweetness, well balanced aroma, and taste.
Typical summer honey.
Delicious on toast, bread, in yogurts, labneh, for cooking."
